,start_points,14:36:13,5212
4339,-76,-78,44
4340,-77,-75,39
4341,-77,-75,39
4342,-77,-75,39
4343,-77,-75,39
4344,-75,-73,39
4345,-75,-73,39
4346,-75,-73,39
4347,-75,-73,39
4348,-72,-72,38
4349,-72,-72,38
4350,-72,-72,38
4351,-72,-72,38
4352,-69,-73,40
4353,-69,-73,40
4354,-69,-73,40
4355,-69,-73,40
4356,-70,-72,38
4357,-70,-72,38
4358,-70,-72,38
4359,-70,-72,38
4360,-71,-72,38
4361,-71,-72,38
4362,-71,-72,38
4363,-71,-72,38
4364,-70,-73,38
4365,-70,-73,38
4366,-70,-73,38
4367,-70,-73,38
4368,-72,-73,36
4369,-72,-73,36
4370,-72,-73,36
4371,-72,-73,36
4372,-72,-74,36
4373,-72,-74,36
4374,-72,-74,36
4375,-72,-74,36
4376,-74,-75,36
4377,-74,-75,36
4378,-74,-75,36
4379,-74,-75,36
4380,-74,-75,37
4381,-74,-75,37
4382,-74,-75,37
4383,-74,-75,37
4384,-74,-75,38
4385,-74,-75,38
4386,-74,-75,38
4387,-74,-75,38
4388,-73,-76,40
4389,-73,-76,40
4390,-73,-76,40
4391,-73,-76,40
4392,-71,-75,41
4393,-71,-75,41
4394,-71,-75,41
4395,-71,-75,41
4396,-70,-75,41
4397,-70,-75,41
4398,-70,-75,41
4399,-70,-75,41
4400,-66,-73,34
4401,-66,-73,34
4402,-66,-73,34
4403,-66,-73,34
4404,-64,-74,32
4405,-64,-74,32
4406,-64,-74,32
4407,-64,-74,32
4408,-66,-75,34
4409,-66,-75,34
4410,-66,-75,34
4411,-66,-75,34
4412,-72,-73,39
4413,-72,-73,39
4414,-72,-73,39
4415,-72,-73,39
4416,-76,-76,49
4417,-76,-76,49
4418,-76,-76,49
4419,-76,-76,49
4420,-78,-76,50
4421,-78,-76,50
4422,-78,-76,50
4423,-78,-76,50
4424,-81,-70,48
4425,-81,-70,48
4426,-81,-70,48
4427,-81,-70,48
4428,-80,-71,39
4429,-80,-71,39
4430,-80,-71,39
4431,-80,-71,39
4432,-78,-74,30
4433,-78,-74,30
4434,-78,-74,30
4435,-78,-74,30
4436,-75,-73,24
4437,-75,-73,24
4438,-75,-73,24
4439,-75,-73,24
4440,-76,-74,26
4441,-76,-74,26
4442,-76,-74,26
4443,-76,-74,26
4444,-78,-73,30
4445,-78,-73,30
4446,-78,-73,30
4447,-78,-73,30
4448,-79,-73,34
4449,-79,-73,34
4450,-79,-73,34
4451,-79,-73,34
4452,-80,-74,37
4453,-80,-74,37
4454,-80,-74,37
4455,-80,-74,37
4456,-78,-76,36
4457,-78,-76,36
4458,-78,-76,36
4459,-78,-76,36
4460,-82,-80,44
4461,-82,-80,44
4462,-82,-80,44
4463,-82,-80,44
4464,-77,-81,48
4465,-77,-81,48
4466,-77,-81,48
4467,-77,-81,48
4468,-76,-81,44
4469,-76,-81,44
4470,-76,-81,44
4471,-76,-81,44
4472,-73,-81,39
4473,-73,-81,39
4474,-73,-81,39
4475,-73,-81,39
4476,-69,-79,41
4477,-69,-79,41
4478,-69,-79,41
4479,-69,-79,41
4480,-67,-78,40
4481,-67,-78,40
4482,-67,-78,40
4483,-67,-78,40
4484,-66,-77,39
4485,-66,-77,39
4486,-66,-77,39
4487,-66,-77,39
4488,-66,-76,40
4489,-66,-76,40
4490,-66,-76,40
4491,-66,-76,40
4492,-65,-76,44
4493,-65,-76,44
4494,-65,-76,44
4495,-65,-76,44
4496,-65,-77,45
4497,-65,-77,45
4498,-65,-77,45
4499,-65,-77,45
4500,-67,-75,44
4501,-67,-75,44
4502,-67,-75,44
4503,-67,-75,44
4504,-67,-76,38
4505,-67,-76,38
4506,-67,-76,38
4507,-67,-76,38
4508,-67,-75,37
4509,-67,-75,37
4510,-67,-75,37
4511,-67,-75,37
4512,-64,-75,38
4513,-64,-75,38
4514,-64,-75,38
4515,-64,-75,38
4516,-63,-75,44
4517,-63,-75,44
4518,-63,-75,44
4519,-63,-75,44
4520,-61,-76,44
4521,-61,-76,44
4522,-61,-76,44
4523,-61,-76,44
4524,-61,-75,42
4525,-61,-75,42
4526,-61,-75,42
4527,-61,-75,42
4528,-60,-74,40
4529,-60,-74,40
4530,-60,-74,40
4531,-60,-74,40
4532,-59,-73,38
4533,-59,-73,38
4534,-59,-73,38
4535,-59,-73,38
4536,-56,-72,31
4537,-56,-72,31
4538,-56,-72,31
4539,-56,-72,31
4540,-55,-74,35
4541,-55,-74,35
4542,-55,-74,35
4543,-55,-74,35
4544,-55,-79,44
4545,-55,-79,44
4546,-55,-79,44
4547,-55,-79,44
4548,-58,-75,46
4549,-58,-75,46
4550,-58,-75,46
4551,-58,-75,46
4552,-57,-74,45
4553,-57,-74,45
4554,-57,-74,45
4555,-57,-74,45
4556,-55,-73,44
4557,-55,-73,44
4558,-55,-73,44
4559,-55,-73,44
4560,-51,-72,43
4561,-51,-72,43
4562,-51,-72,43
4563,-51,-72,43
4564,-49,-72,41
4565,-49,-72,41
4566,-49,-72,41
4567,-49,-72,41
4568,-42,-71,40
4569,-42,-71,40
4570,-42,-71,40
4571,-42,-71,40
4572,-39,-71,40
4573,-39,-71,40
4574,-39,-71,40
4575,-39,-71,40
4576,-36,-73,41
4577,-36,-73,41
4578,-36,-73,41
4579,-36,-73,41
4580,-35,-73,42
4581,-35,-73,42
4582,-35,-73,42
4583,-35,-73,42
4584,-35,-74,42
4585,-35,-74,42
4586,-35,-74,42
4587,-35,-74,42
4588,-33,-75,36
4589,-33,-75,36
4590,-33,-75,36
4591,-33,-75,36
4592,-31,-75,34
4593,-31,-75,34
4594,-31,-75,34
4595,-31,-75,34
4596,-29,-74,33
4597,-29,-74,33
4598,-29,-74,33
4599,-29,-74,33
4600,-29,-74,36
4601,-29,-74,36
4602,-29,-74,36
4603,-29,-74,36
4604,-25,-78,43
4605,-25,-78,43
4606,-25,-78,43
4607,-25,-78,43
4608,-25,-78,45
4609,-25,-78,45
4610,-25,-78,45
4611,-25,-78,45
4612,-25,-76,43
4613,-25,-76,43
4614,-25,-76,43
4615,-25,-76,43
4616,-23,-76,42
4617,-23,-76,42
4618,-23,-76,42
4619,-23,-76,42
4620,-20,-77,42
4621,-20,-77,42
4622,-20,-77,42
4623,-20,-77,42
4624,-17,-77,42
4625,-17,-77,42
4626,-17,-77,42
4627,-17,-77,42
4628,-15,-77,41
4629,-15,-77,41
4630,-15,-77,41
4631,-15,-77,41
4632,-13,-75,40
4633,-13,-75,40
4634,-13,-75,40
4635,-13,-75,40
4636,-13,-74,39
4637,-13,-74,39
4638,-13,-74,39
4639,-13,-74,39
4640,-12,-73,39
4641,-12,-73,39
4642,-12,-73,39
4643,-12,-73,39
4644,-11,-73,39
4645,-11,-73,39
4646,-11,-73,39
4647,-11,-73,39
4648,-9,-73,39
4649,-9,-73,39
4650,-9,-73,39
4651,-9,-73,39
4652,-7,-73,39
4653,-7,-73,39
4654,-7,-73,39
4655,-7,-73,39
4656,-5,-74,39
4657,-5,-74,39
4658,-5,-74,39
4659,-5,-74,39
4660,-2,-74,39
4661,-2,-74,39
4662,-2,-74,39
4663,-2,-74,39
4664,-2,-73,38
4665,-2,-73,38
4666,-2,-73,38
4667,-2,-73,38
4668,0,-72,40
4669,0,-72,40
4670,0,-72,40
4671,0,-72,40
4672,2,-74,39
4673,2,-74,39
4674,2,-74,39
4675,2,-74,39
4676,4,-74,38
4677,4,-74,38
4678,4,-74,38
4679,4,-74,38
4680,7,-75,37
4681,7,-75,37
4682,7,-75,37
4683,7,-75,37
4684,11,-75,37
4685,11,-75,37
4686,11,-75,37
4687,11,-75,37
4688,14,-76,38
4689,14,-76,38
4690,14,-76,38
4691,14,-76,38
4692,17,-75,39
4693,17,-75,39
4694,17,-75,39
4695,17,-75,39
4696,18,-76,41
4697,18,-76,41
4698,18,-76,41
4699,18,-76,41
4700,19,-76,41
4701,19,-76,41
4702,19,-76,41
4703,19,-76,41
4704,23,-74,40
4705,23,-74,40
4706,23,-74,40
4707,23,-74,40
4708,25,-73,39
4709,25,-73,39
4710,25,-73,39
4711,25,-73,39
4712,26,-73,39
4713,26,-73,39
4714,26,-73,39
4715,26,-73,39
4716,28,-72,39
4717,28,-72,39
4718,28,-72,39
4719,28,-72,39
4720,29,-72,37
4721,29,-72,37
4722,29,-72,37
4723,29,-72,37
4724,33,-71,36
4725,33,-71,36
4726,33,-71,36
4727,33,-71,36
4728,33,-72,37
4729,33,-72,37
4730,33,-72,37
4731,33,-72,37
4732,36,-71,41
4733,36,-71,41
4734,36,-71,41
4735,36,-71,41
4736,37,-72,39
4737,37,-72,39
4738,37,-72,39
4739,37,-72,39
4740,38,-74,39
4741,38,-74,39
4742,38,-74,39
4743,38,-74,39
4744,37,-76,38
4745,37,-76,38
4746,37,-76,38
4747,37,-76,38
4748,40,-75,39
4749,40,-75,39
4750,40,-75,39
4751,40,-75,39
4752,42,-75,40
4753,42,-75,40
4754,42,-75,40
4755,42,-75,40
4756,44,-75,40
4757,44,-75,40
4758,44,-75,40
4759,44,-75,40
4760,45,-75,39
4761,45,-75,39
4762,45,-75,39
4763,45,-75,39
4764,47,-74,39
4765,47,-74,39
4766,47,-74,39
4767,47,-74,39
4768,48,-74,39
4769,48,-74,39
4770,48,-74,39
4771,48,-74,39
4772,50,-74,39
4773,50,-74,39
4774,50,-74,39
4775,50,-74,39
4776,52,-72,42
4777,52,-72,42
4778,52,-72,42
4779,52,-72,42
4780,54,-73,39
4781,54,-73,39
4782,54,-73,39
4783,54,-73,39
4784,55,-74,38
4785,55,-74,38
4786,55,-74,38
4787,55,-74,38
4788,55,-74,36
4789,55,-74,36
4790,55,-74,36
4791,55,-74,36
4792,56,-75,39
4793,56,-75,39
4794,56,-75,39
4795,56,-75,39
4796,57,-76,41
4797,57,-76,41
4798,57,-76,41
4799,57,-76,41
4800,58,-76,41
4801,58,-76,41
4802,58,-76,41
4803,58,-76,41
4804,61,-74,40
4805,61,-74,40
4806,61,-74,40
4807,61,-74,40
4808,62,-73,39
4809,62,-73,39
4810,62,-73,39
4811,62,-73,39
4812,63,-74,38
4813,63,-74,38
4814,63,-74,38
4815,63,-74,38
4816,62,-75,40
4817,62,-75,40
4818,62,-75,40
4819,62,-75,40
4820,63,-75,40
4821,63,-75,40
4822,63,-75,40
4823,63,-75,40
4824,66,-74,39
4825,66,-74,39
4826,66,-74,39
4827,66,-74,39
4828,65,-75,41
4829,65,-75,41
4830,65,-75,41
4831,65,-75,41
4832,68,-74,41
4833,68,-74,41
4834,68,-74,41
4835,68,-74,41
4836,70,-74,39
4837,70,-74,39
4838,70,-74,39
4839,70,-74,39
4840,71,-75,39
4841,71,-75,39
4842,71,-75,39
4843,71,-75,39
4844,70,-76,39
4845,70,-76,39
4846,70,-76,39
4847,70,-76,39
4848,68,-77,39
4849,68,-77,39
4850,68,-77,39
4851,68,-77,39
4852,67,-77,41
4853,67,-77,41
4854,67,-77,41
4855,67,-77,41
4856,67,-77,42
4857,67,-77,42
4858,67,-77,42
4859,67,-77,42
4860,67,-77,42
4861,67,-77,42
4862,67,-77,42
4863,67,-77,42
4864,69,-75,42
4865,69,-75,42
4866,69,-75,42
4867,69,-75,42
4868,71,-74,40
4869,71,-74,40
4870,71,-74,40
4871,71,-74,40
4872,72,-75,37
4873,72,-75,37
4874,72,-75,37
4875,72,-75,37
4876,72,-75,39
4877,72,-75,39
4878,72,-75,39
4879,72,-75,39
4880,72,-76,41
4881,72,-76,41
4882,72,-76,41
4883,72,-76,41
4884,73,-75,40
4885,73,-75,40
4886,73,-75,40
4887,73,-75,40
4888,73,-75,40
4889,73,-75,40
4890,73,-75,40
4891,73,-75,40
4892,73,-74,39
4893,73,-74,39
4894,73,-74,39
4895,73,-74,39
4896,73,-74,39
4897,73,-74,39
4898,73,-74,39
4899,73,-74,39
4900,70,-76,39
4901,70,-76,39
4902,70,-76,39
4903,70,-76,39
4904,67,-77,39
4905,67,-77,39
4906,67,-77,39
4907,67,-77,39
4908,67,-76,37
4909,67,-76,37
4910,67,-76,37
4911,67,-76,37
4912,65,-77,37
4913,65,-77,37
4914,65,-77,37
4915,65,-77,37
4916,63,-78,37
4917,63,-78,37
4918,63,-78,37
4919,63,-78,37
4920,62,-79,40
4921,62,-79,40
4922,62,-79,40
4923,62,-79,40
4924,63,-80,41
4925,63,-80,41
4926,63,-80,41
4927,63,-80,41
4928,67,-76,42
4929,67,-76,42
4930,67,-76,42
4931,67,-76,42
4932,69,-75,41
4933,69,-75,41
4934,69,-75,41
4935,69,-75,41
4936,69,-76,41
4937,69,-76,41
4938,69,-76,41
4939,69,-76,41
4940,72,-75,41
4941,72,-75,41
4942,72,-75,41
4943,72,-75,41
4944,71,-76,40
4945,71,-76,40
4946,71,-76,40
4947,71,-76,40
4948,75,-75,39
4949,75,-75,39
4950,75,-75,39
4951,75,-75,39
4952,75,-76,39
4953,75,-76,39
4954,75,-76,39
4955,75,-76,39
4956,76,-74,40
4957,76,-74,40
4958,76,-74,40
4959,76,-74,40
4960,77,-74,40
4961,77,-74,40
4962,77,-74,40
4963,77,-74,40
4964,79,-71,38
4965,79,-71,38
4966,79,-71,38
4967,79,-71,38
4968,82,-69,40
4969,82,-69,40
4970,82,-69,40
4971,82,-69,40
4972,82,-72,39
4973,82,-72,39
4974,82,-72,39
4975,82,-72,39
4976,79,-75,37
4977,79,-75,37
4978,79,-75,37
4979,79,-75,37
4980,77,-76,38
4981,77,-76,38
4982,77,-76,38
4983,77,-76,38
4984,72,-78,43
4985,72,-78,43
4986,72,-78,43
4987,72,-78,43
4988,72,-77,44
4989,72,-77,44
4990,72,-77,44
4991,72,-77,44
4992,73,-75,40
4993,73,-75,40
4994,73,-75,40
4995,73,-75,40
4996,73,-74,38
4997,73,-74,38
4998,73,-74,38
4999,73,-74,38
5000,73,-74,38
5001,73,-74,38
5002,73,-74,38
5003,73,-74,38
5004,72,-76,39
5005,72,-76,39
5006,72,-76,39
5007,72,-76,39
5008,72,-76,41
5009,72,-76,41
5010,72,-76,41
5011,72,-76,41
5012,72,-75,40
5013,72,-75,40
5014,72,-75,40
5015,72,-75,40
5016,74,-75,39
5017,74,-75,39
5018,74,-75,39
5019,74,-75,39
5020,74,-75,39
5021,74,-75,39
5022,74,-75,39
5023,74,-75,39
5024,75,-75,38
5025,75,-75,38
5026,75,-75,38
5027,75,-75,38
5028,75,-74,40
5029,75,-74,40
5030,75,-74,40
5031,75,-74,40
5032,74,-73,40
5033,74,-73,40
5034,74,-73,40
5035,74,-73,40
5036,75,-73,40
5037,75,-73,40
5038,75,-73,40
5039,75,-73,40
5040,76,-71,39
5041,76,-71,39
5042,76,-71,39
5043,76,-71,39
5044,76,-70,39
5045,76,-70,39
5046,76,-70,39
5047,76,-70,39
5048,76,-69,38
5049,76,-69,38
5050,76,-69,38
5051,76,-69,38
5052,76,-67,38
5053,76,-67,38
5054,76,-67,38
5055,76,-67,38
5056,74,-65,39
5057,74,-65,39
5058,74,-65,39
5059,74,-65,39
5060,73,-65,39
5061,73,-65,39
5062,73,-65,39
5063,73,-65,39
5064,71,-64,39
5065,71,-64,39
5066,71,-64,39
5067,71,-64,39
5068,71,-62,40
5069,71,-62,40
5070,71,-62,40
5071,71,-62,40
5072,68,-62,40
5073,68,-62,40
5074,68,-62,40
5075,68,-62,40
5076,71,-60,39
5077,71,-60,39
5078,71,-60,39
5079,71,-60,39
5080,73,-58,39
5081,73,-58,39
5082,73,-58,39
5083,73,-58,39
5084,73,-56,40
5085,73,-56,40
5086,73,-56,40
5087,73,-56,40
5088,75,-53,40
5089,75,-53,40
5090,75,-53,40
5091,75,-53,40
5092,74,-50,40
5093,74,-50,40
5094,74,-50,40
5095,74,-50,40
5096,74,-48,38
5097,74,-48,38
5098,74,-48,38
5099,74,-48,38
5100,78,-46,38
5101,78,-46,38
5102,78,-46,38
5103,78,-46,38
5104,79,-45,39
5105,79,-45,39
5106,79,-45,39
5107,79,-45,39
5108,74,-47,42
5109,74,-47,42
5110,74,-47,42
5111,74,-47,42
5112,73,-45,43
5113,73,-45,43
5114,73,-45,43
5115,73,-45,43
5116,72,-43,42
5117,72,-43,42
5118,72,-43,42
5119,72,-43,42
5120,72,-38,41
5121,72,-38,41
5122,72,-38,41
5123,72,-38,41
5124,72,-35,40
5125,72,-35,40
5126,72,-35,40
5127,72,-35,40
5128,73,-31,40
5129,73,-31,40
5130,73,-31,40
5131,73,-31,40
5132,73,-27,40
5133,73,-27,40
5134,73,-27,40
5135,73,-27,40
5136,73,-26,40
5137,73,-26,40
5138,73,-26,40
5139,73,-26,40
5140,77,-22,40
5141,77,-22,40
5142,77,-22,40
5143,77,-22,40
5144,76,-20,40
5145,76,-20,40
5146,76,-20,40
5147,76,-20,40
5148,75,-20,40
5149,75,-20,40
5150,75,-20,40
5151,75,-20,40
5152,75,-19,40
5153,75,-19,40
5154,75,-19,40
5155,75,-19,40
5156,76,-17,39
5157,76,-17,39
5158,76,-17,39
5159,76,-17,39
5160,77,-14,40
5161,77,-14,40
5162,77,-14,40
5163,77,-14,40
5164,74,-9,37
5165,74,-9,37
5166,74,-9,37
5167,74,-9,37
5168,74,-4,36
5169,74,-4,36
5170,74,-4,36
5171,74,-4,36
5172,81,-10,41
5173,81,-10,41
5174,81,-10,41
5175,81,-10,41
5176,84,-13,43
5177,84,-13,43
5178,84,-13,43
5179,84,-13,43
5180,86,-14,41
5181,86,-14,41
5182,86,-14,41
5183,86,-14,41
5184,88,-8,42
5185,88,-8,42
5186,88,-8,42
5187,88,-8,42
5188,82,-7,41
5189,82,-7,41
5190,82,-7,41
5191,82,-7,41
5192,80,-6,40
5193,80,-6,40
5194,80,-6,40
5195,80,-6,40
5196,78,-3,41
5197,78,-3,41
5198,78,-3,41
5199,78,-3,41
5200,72,-4,40
5201,72,-4,40
5202,72,-4,40
5203,72,-4,40
5204,71,-3,40
5205,71,-3,40
5206,71,-3,40
5207,71,-3,40
5208,72,-1,40
5209,72,-1,40
5210,72,-1,40
5211,72,-1,40
