,end_points,13:18:49,3368
1792,128.0,-4.3,35.8
1793,-128.0,-1.3,17.3
1794,99.0,128.0,26.9
1795,95.1,-128.0,29.1
1796,128.0,-3.4,24.7
1797,-128.0,-0.1,39.5
1798,90.1,128.0,26.6
1799,86.0,-128.0,35.3
1800,128.0,-2.3,-22.6
1801,-128.0,-6.2,104.1
1802,89.4,128.0,48.0
1803,86.6,-128.0,16.1
1804,128.0,-8.5,-4.3
1805,-128.0,4.3,80.1
1806,92.9,128.0,13.4
1807,81.6,-128.0,49.0
1808,128.0,-7.8,9.1
1809,-128.0,3.2,59.6
1810,96.4,128.0,20.8
1811,82.2,-128.0,40.3
1812,128.0,-4.6,31.4
1813,-128.0,-0.9,30.4
1814,91.5,128.0,27.6
1815,86.5,-128.0,34.3
1816,128.0,-0.7,34.1
1817,-128.0,-3.7,29.3
1818,86.1,128.0,25.9
1819,89.9,-128.0,37.9
1820,128.0,2.9,33.0
1821,-128.0,-3.7,33.1
1822,84.0,128.0,37.0
1823,92.3,-128.0,28.7
1824,128.0,2.9,26.1
1825,-128.0,-3.8,37.3
1826,86.0,128.0,47.3
1827,93.9,-128.0,14.9
1828,128.0,5.5,32.1
1829,-128.0,-7.0,22.7
1830,84.3,128.0,44.7
1831,101.1,-128.0,12.4
1832,128.0,15.0,39.3
1833,-128.0,-14.8,15.8
1834,73.7,128.0,51.4
1835,113.8,-128.0,7.1
1836,128.0,15.1,46.9
1837,-128.0,-16.7,4.3
1838,69.9,128.0,45.1
1839,114.0,-128.0,12.5
1840,128.0,15.2,37.8
1841,-128.0,-19.2,13.4
1842,68.1,128.0,28.3
1843,111.7,-128.0,25.9
1844,128.0,13.2,19.3
1845,-128.0,-21.0,34.4
1846,67.3,128.0,16.8
1847,111.3,-128.0,34.6
1848,128.0,9.9,21.8
1849,-128.0,-21.2,31.2
1850,67.9,128.0,0.7
1851,109.8,-128.0,50.8
1852,128.0,6.5,25.0
1853,-128.0,-10.1,36.1
1854,75.0,128.0,4.6
1855,97.0,-128.0,55.3
1856,128.0,2.1,26.7
1857,-128.0,-7.0,34.0
1858,74.4,128.0,16.9
1859,86.1,-128.0,44.1
1860,128.0,-2.5,16.8
1861,-128.0,-3.6,43.7
1862,77.7,128.0,18.1
1863,80.3,-128.0,40.2
1864,128.0,-2.2,12.7
1865,-128.0,-1.7,48.3
1866,78.8,128.0,22.1
1867,79.2,-128.0,36.1
1868,128.0,1.3,18.5
1869,-128.0,-1.5,39.4
1870,78.2,128.0,25.0
1871,81.9,-128.0,31.1
1872,128.0,3.7,24.9
1873,-128.0,0.0,31.7
1874,75.9,128.0,36.9
1875,80.2,-128.0,19.0
1876,128.0,4.5,30.1
1877,-128.0,-1.0,27.7
1878,75.4,128.0,44.6
1879,82.5,-128.0,14.0
1880,128.0,8.6,36.2
1881,-128.0,0.8,20.5
1882,73.0,128.0,42.4
1883,83.3,-128.0,14.9
1884,128.0,10.6,37.0
1885,-128.0,0.6,17.4
1886,70.8,128.0,49.9
1887,85.2,-128.0,6.3
1888,128.0,14.7,41.7
1889,-128.0,4.4,11.9
1890,69.7,128.0,59.1
1891,86.3,-128.0,-3.0
1892,128.0,15.0,38.6
1893,-128.0,4.2,13.5
1894,68.2,128.0,62.7
1895,85.2,-128.0,-6.1
1896,128.0,7.1,40.5
1897,-128.0,-1.8,13.4
1898,69.3,128.0,63.4
1899,82.9,-128.0,1.1
1900,128.0,4.2,39.9
1901,-128.0,-4.9,14.1
1902,70.5,128.0,17.5
1903,80.6,-128.0,36.8
1904,128.0,5.6,38.5
1905,-128.0,-8.5,16.0
1906,66.1,128.0,-2.7
1907,81.6,-128.0,57.2
1908,128.0,8.6,27.2
1909,-128.0,-11.9,26.7
1910,59.5,128.0,1.7
1911,84.6,-128.0,52.6
1912,128.0,11.5,27.0
1913,-128.0,-13.0,29.1
1914,54.8,128.0,9.7
1915,85.2,-128.0,46.2
1916,128.0,10.3,28.2
1917,-128.0,-11.3,27.8
1918,53.6,128.0,36.7
1919,79.8,-128.0,19.7
1920,128.0,6.9,29.4
1921,-128.0,-7.5,26.5
1922,56.1,128.0,41.6
1923,68.4,-122.0,22.8
1924,128.0,2.5,30.2
1925,-128.0,-2.6,29.8
1926,57.9,128.0,45.2
1927,61.5,-48.6,27.7
1928,128.0,-5.2,22.7
1929,-128.0,5.3,37.5
1930,65.4,128.0,35.4
1931,58.4,-28.1,29.5
1932,128.0,-10.1,27.4
1933,-128.0,8.3,32.7
1934,67.6,128.0,32.0
1935,56.2,-23.8,29.8
1936,128.0,-9.5,36.0
1937,-128.0,5.7,23.8
1938,65.1,128.0,25.7
1939,55.4,-22.4,30.3
1940,128.0,-12.2,34.0
1941,-128.0,6.3,25.9
1942,65.1,128.0,11.2
1943,53.1,-28.7,31.6
1944,128.0,-10.9,34.4
1945,-128.0,2.9,27.6
1946,60.6,128.0,10.4
1947,51.3,-31.0,32.8
1948,128.0,-10.7,32.9
1949,-128.0,4.6,31.1
1950,58.1,128.0,13.9
1951,48.3,-25.6,33.3
1952,128.0,-12.4,30.7
1953,-128.0,8.1,33.3
1954,59.3,128.0,21.9
1955,45.7,-34.3,33.1
1956,128.0,-15.7,27.5
1957,-128.0,13.2,34.4
1958,62.5,128.0,28.6
1959,43.5,-27.6,31.2
1960,128.0,-20.5,31.6
1961,-128.0,19.5,28.4
1962,66.5,128.0,32.9
1963,39.9,-26.2,29.8
1964,128.0,-18.5,27.8
1965,-128.0,25.5,32.1
1966,69.8,128.0,46.3
1967,39.7,-22.5,28.6
1968,128.0,-23.1,35.3
1969,-128.0,29.4,25.0
1970,71.4,128.0,58.2
1971,37.5,-20.3,27.8
1972,128.0,-20.4,35.1
1973,-128.0,24.7,25.2
1974,65.7,128.0,52.9
1975,33.9,-31.8,27.5
1976,128.0,-14.6,29.6
1977,-128.0,15.0,30.4
1978,52.6,128.0,38.7
1979,31.4,-26.1,29.3
1980,128.0,-11.9,22.1
1981,-128.0,10.2,38.6
1982,43.5,128.0,22.3
1983,28.5,-34.6,31.9
1984,128.0,-9.5,12.4
1985,-128.0,7.9,46.5
1986,37.2,128.0,15.8
1987,19.1,-128.0,42.9
1988,128.0,-7.2,13.6
1989,-128.0,5.9,45.4
1990,34.2,128.0,17.1
1991,19.9,-128.0,41.4
1992,128.0,-2.8,21.6
1993,-128.0,5.8,38.5
1994,31.9,128.0,28.7
1995,21.7,-128.0,32.7
1996,128.0,-1.3,34.4
1997,-128.0,4.6,28.3
1998,29.0,128.0,43.1
1999,22.1,-128.0,22.2
2000,128.0,-6.3,40.8
2001,-128.0,8.5,21.6
2002,33.7,128.0,44.6
2003,16.8,-128.0,19.2
2004,128.0,-9.0,33.7
2005,-128.0,12.3,25.3
2006,36.8,128.0,44.5
2007,11.2,-128.0,17.7
2008,128.0,-10.1,29.1
2009,-128.0,11.4,28.9
2010,36.2,128.0,41.2
2011,9.9,-128.0,20.1
2012,128.0,-10.8,30.5
2013,-128.0,10.0,27.9
2014,33.5,128.0,33.1
2015,8.3,-128.0,26.0
2016,128.0,-11.1,30.2
2017,-128.0,8.3,28.1
2018,31.7,128.0,28.2
2019,8.0,-128.0,29.6
2020,128.0,-10.8,31.3
2021,-128.0,8.1,27.3
2022,30.5,128.0,24.1
2023,7.3,-128.0,32.5
2024,128.0,-8.0,30.4
2025,-128.0,5.9,28.0
2026,24.8,128.0,21.2
2027,7.8,-128.0,34.7
2028,128.0,-6.3,25.7
2029,-128.0,4.7,29.7
2030,19.9,128.0,24.2
2031,6.3,-128.0,30.7
2032,128.0,-5.1,21.9
2033,-128.0,3.7,32.4
2034,17.3,128.0,27.9
2035,6.5,-128.0,28.0
2036,128.0,-5.5,20.3
2037,-128.0,4.0,33.6
2038,15.9,128.0,27.4
2039,4.2,-128.0,28.4
2040,128.0,-9.5,27.6
2041,-128.0,6.8,31.7
2042,20.7,128.0,25.1
2043,0.8,-128.0,33.4
2044,128.0,-14.5,24.8
2045,-128.0,10.3,32.0
2046,25.9,128.0,21.9
2047,-4.6,-128.0,34.0
2048,128.0,-15.8,28.7
2049,-128.0,11.1,29.2
2050,25.9,128.0,33.3
2051,-6.7,-128.0,25.9
2052,128.0,-13.0,23.9
2053,-128.0,9.1,32.5
2054,22.5,128.0,31.9
2055,-4.3,-128.0,26.8
2056,128.0,-9.1,32.1
2057,-128.0,6.3,28.5
2058,17.3,128.0,40.5
2059,-1.9,-128.0,22.7
2060,128.0,-7.8,32.4
2061,-128.0,5.4,28.4
2062,15.5,128.0,33.8
2063,-0.7,-128.0,27.3
2064,128.0,-8.8,32.9
2065,-128.0,6.1,28.0
2066,15.7,128.0,31.5
2067,-2.6,-128.0,28.9
2068,128.0,-9.4,34.7
2069,-128.0,6.4,26.8
2070,16.5,128.0,31.3
2071,-3.1,-128.0,29.1
2072,128.0,-13.3,37.2
2073,-128.0,9.1,25.1
2074,20.1,128.0,31.8
2075,-7.3,-128.0,28.7
2076,128.0,-19.5,34.0
2077,-128.0,13.2,27.3
2078,26.8,128.0,27.1
2079,-13.7,-128.0,32.0
2080,128.0,-22.4,33.0
2081,-128.0,15.3,31.3
2082,29.5,128.0,26.4
2083,-17.4,-128.0,36.0
2084,128.0,-24.7,30.3
2085,-128.0,16.9,33.2
2086,31.9,128.0,25.7
2087,-19.5,-128.0,36.5
2088,128.0,-22.7,26.6
2089,-128.0,15.2,32.3
2090,27.4,128.0,23.9
2091,-19.5,-128.0,34.3
2092,128.0,-11.9,19.4
2093,-128.0,8.1,37.2
2094,15.2,128.0,28.9
2095,-10.6,-128.0,30.8
2096,128.0,-1.2,21.6
2097,-128.0,0.8,33.9
2098,1.4,128.0,29.8
2099,-1.0,-128.0,28.4
2100,128.0,3.8,26.7
2101,-128.0,-2.5,28.8
2102,-4.5,128.0,25.4
2103,3.2,-128.0,29.9
2104,128.0,11.8,25.7
2105,-128.0,-7.6,29.5
2106,-13.8,128.0,28.6
2107,10.0,-128.0,27.6
2108,128.0,8.8,22.5
2109,-128.0,-5.7,31.5
2110,-10.2,128.0,30.8
2111,7.4,-128.0,26.0
2112,128.0,4.6,28.1
2113,-128.0,-2.9,27.9
2114,-5.5,128.0,34.9
2115,3.9,-128.0,23.1
2116,128.0,-0.7,21.8
2117,-128.0,2.1,33.7
2118,2.3,128.0,39.1
2119,-1.6,-128.0,21.9
2120,128.0,-10.7,31.4
2121,-128.0,7.0,30.7
2122,14.2,128.0,34.7
2123,-8.0,-128.0,28.4
2124,128.0,-15.6,29.1
2125,-128.0,11.8,33.9
2126,21.9,128.0,33.4
2127,-11.8,-128.0,31.0
2128,128.0,-16.5,36.8
2129,-128.0,12.9,28.8
2130,22.5,128.0,34.9
2131,-13.1,-128.0,29.8
2132,128.0,-10.8,39.4
2133,-128.0,8.9,23.7
2134,16.6,128.0,29.7
2135,-8.3,-128.0,30.2
2136,128.0,-0.8,39.3
2137,-128.0,2.2,22.1
2138,5.5,128.0,22.8
2139,1.3,-128.0,33.2
2140,128.0,7.9,37.8
2141,-128.0,-1.9,21.5
2142,-4.2,128.0,30.8
2143,8.1,-128.0,26.0
2144,128.0,11.7,33.6
2145,-128.0,-4.3,24.3
2146,-9.7,128.0,40.2
2147,10.3,-128.0,19.3
2148,128.0,10.9,31.1
2149,-128.0,-8.8,26.0
2150,-12.2,128.0,32.2
2151,12.1,-128.0,25.1
2152,128.0,14.3,29.7
2153,-128.0,-5.9,26.9
2154,-16.4,128.0,19.8
2155,8.4,-128.0,33.9
2156,128.0,19.5,7.9
2157,-128.0,-7.5,44.1
2158,-22.6,128.0,41.6
2159,9.4,-128.0,21.7
2160,128.0,17.2,0.7
2161,-128.0,-7.6,50.2
2162,-20.2,128.0,45.6
2163,8.8,-128.0,21.0
2164,128.0,12.4,15.4
2165,-128.0,-6.3,45.9
2166,-14.5,128.0,45.0
2167,7.0,-128.0,26.1
2168,128.0,2.8,33.6
2169,-128.0,-1.8,35.9
2170,-5.3,128.0,37.7
2171,0.3,-128.0,33.1
2172,128.0,1.2,36.2
2173,-128.0,-0.8,34.2
2174,-1.4,128.0,30.3
2175,1.0,-128.0,38.3
2176,128.0,2.0,48.0
2177,-128.0,-1.3,26.7
2178,-2.1,128.0,25.5
2179,1.4,-128.0,41.4
2180,128.0,-0.9,38.5
2181,-128.0,-1.1,34.4
2182,-0.1,128.0,21.9
2183,0.0,-128.0,45.6
2184,128.0,-4.9,44.1
2185,-128.0,1.6,34.0
2186,6.1,128.0,21.2
2187,-2.6,-128.0,49.9
2188,128.0,-4.6,47.4
2189,-128.0,3.0,33.5
2190,6.7,128.0,29.6
2191,-3.1,-128.0,45.8
2192,128.0,-6.7,49.5
2193,-128.0,4.5,35.3
2194,11.2,128.0,40.3
2195,-2.8,-128.0,41.5
2196,128.0,-5.2,48.1
2197,-128.0,3.5,34.6
2198,8.1,128.0,43.3
2199,-2.4,-128.0,37.6
2200,128.0,-4.0,44.8
2201,-128.0,6.0,38.5
2202,10.3,128.0,42.7
2203,-2.1,-128.0,39.8
2204,128.0,-3.8,46.2
2205,-128.0,5.8,37.5
2206,7.9,128.0,52.0
2207,-3.8,-128.0,33.3
2208,128.0,-4.6,40.4
2209,-128.0,6.4,43.1
2210,7.9,128.0,52.3
2211,-5.7,-128.0,34.5
2212,128.0,-3.3,31.0
2213,-128.0,8.8,49.2
2214,10.8,128.0,44.2
2215,-4.3,-128.0,40.4
2216,128.0,-5.2,43.1
2217,-128.0,10.0,38.0
2218,11.8,128.0,53.3
2219,-6.7,-128.0,30.5
2220,128.0,-6.0,44.4
2221,-128.0,10.5,35.5
2222,12.5,128.0,53.7
2223,-7.3,-128.0,28.5
2224,128.0,-6.8,45.3
2225,-128.0,9.4,34.9
2226,12.8,128.0,50.6
2227,-7.2,-128.0,31.0
2228,128.0,-8.0,36.9
2229,-128.0,8.5,38.7
2230,12.3,128.0,43.2
2231,-8.5,-128.0,34.4
2232,128.0,-8.2,30.8
2233,-128.0,5.3,41.0
2234,8.8,128.0,38.1
2235,-7.9,-128.0,36.3
2236,128.0,-12.1,24.2
2237,-128.0,7.7,48.4
2238,12.8,128.0,27.2
2239,-10.9,-128.0,47.5
2240,128.0,-15.4,29.2
2241,-128.0,9.8,45.2
2242,16.0,128.0,34.7
2243,-15.0,-128.0,42.1
2244,128.0,-18.7,34.9
2245,-128.0,12.0,43.2
2246,20.6,128.0,41.0
2247,-16.8,-128.0,39.3
2248,128.0,-18.3,38.2
2249,-128.0,11.7,42.8
2250,20.7,128.0,40.5
2251,-16.3,-128.0,41.4
2252,128.0,-19.9,47.0
2253,-128.0,11.0,38.8
2254,22.2,128.0,43.5
2255,-16.9,-128.0,41.0
2256,128.0,-21.2,39.8
2257,-128.0,10.2,40.1
2258,20.6,128.0,41.4
2259,-17.9,-128.0,39.0
2260,128.0,-21.7,37.1
2261,-128.0,8.9,41.8
2262,20.5,128.0,34.5
2263,-17.7,-128.0,43.8
2264,128.0,-20.1,37.3
2265,-128.0,7.8,43.3
2266,18.8,128.0,33.8
2267,-15.1,-128.0,46.2
2268,128.0,-20.0,40.2
2269,-128.0,6.3,39.9
2270,17.3,128.0,30.5
2271,-15.5,-128.0,46.6
2272,128.0,-22.2,38.7
2273,-128.0,4.3,42.5
2274,18.3,128.0,31.3
2275,-14.6,-128.0,47.8
2276,128.0,-21.2,48.2
2277,-128.0,7.0,38.0
2278,21.1,128.0,21.2
2279,-14.7,-128.0,56.5
2280,128.0,-23.9,43.1
2281,-128.0,8.7,43.0
2282,23.2,128.0,45.8
2283,-18.0,-128.0,41.1
2284,128.0,-22.2,37.9
2285,-128.0,9.3,44.6
2286,20.5,128.0,50.2
2287,-18.3,-128.0,36.1
2288,128.0,-21.0,32.1
2289,-128.0,6.9,46.7
2290,19.7,128.0,55.4
2291,-15.5,-128.0,30.9
2292,128.0,-22.3,40.5
2293,-128.0,9.2,41.3
2294,22.0,128.0,46.3
2295,-17.0,-128.0,37.3
2296,128.0,-24.0,38.2
2297,-128.0,8.6,41.1
2298,23.2,128.0,48.3
2299,-17.7,-128.0,34.3
2300,128.0,-24.2,39.1
2301,-128.0,8.8,40.6
2302,22.5,128.0,44.0
2303,-17.7,-128.0,37.1
2304,128.0,-25.8,38.0
2305,-128.0,8.4,41.3
2306,23.0,128.0,37.8
2307,-18.4,-128.0,41.6
2308,128.0,-27.3,37.6
2309,-128.0,6.0,38.3
2310,22.5,128.0,33.8
2311,-17.8,-128.0,41.0
2312,128.0,-25.3,36.2
2313,-128.0,3.3,40.8
2314,20.9,128.0,22.8
2315,-14.4,-128.0,50.2
2316,128.0,-21.8,46.2
2317,-128.0,-0.6,36.0
2318,15.1,128.0,33.0
2319,-11.1,-128.0,45.1
2320,128.0,-19.1,47.3
2321,-128.0,-4.1,35.3
2322,10.8,128.0,35.2
2323,-7.6,-128.0,43.4
2324,128.0,-21.0,47.5
2325,-128.0,-1.2,35.1
2326,15.7,128.0,36.5
2327,-9.0,-128.0,42.4
2328,128.0,-18.5,43.1
2329,-128.0,-2.7,37.9
2330,12.0,128.0,41.9
2331,-8.0,-128.0,38.7
2332,128.0,-16.6,38.4
2333,-128.0,-4.0,42.7
2334,9.4,128.0,47.5
2335,-6.2,-128.0,36.7
2336,128.0,-13.9,35.8
2337,-128.0,-5.8,44.4
2338,5.9,128.0,49.6
2339,-4.1,-128.0,35.1
2340,128.0,-10.8,38.5
2341,-128.0,-7.8,41.0
2342,4.3,128.0,57.1
2343,0.5,-128.0,28.2
2344,128.0,-7.7,45.9
2345,-128.0,-13.2,32.8
2346,-2.1,128.0,47.3
2347,4.8,-128.0,31.5
2348,128.0,-4.6,51.7
2349,-128.0,-16.9,29.0
2350,-6.1,128.0,38.5
2351,8.9,-128.0,37.7
2352,128.0,-4.5,43.9
2353,-128.0,-18.6,30.8
2354,-9.3,128.0,37.1
2355,7.8,-128.0,35.3
2356,128.0,-5.9,34.7
2357,-128.0,-17.8,38.5
2358,-7.6,128.0,42.7
2359,6.8,-128.0,33.1
2360,128.0,-9.2,30.7
2361,-128.0,-18.9,41.2
2362,-7.0,128.0,44.4
2363,4.6,-128.0,32.1
2364,71.8,-15.0,35.7
2365,-128.0,-18.9,40.8
2366,-5.3,128.0,44.1
2367,3.5,-128.0,32.3
2368,48.4,-17.5,38.1
2369,-128.0,-20.1,42.8
2370,-3.8,128.0,48.0
2371,2.4,-128.0,33.2
2372,37.9,-19.7,38.8
2373,-128.0,-21.6,40.2
2374,-3.0,128.0,39.0
2375,1.9,-128.0,39.0
2376,34.0,-20.5,40.1
2377,-128.0,-24.3,39.5
2378,-6.2,128.0,37.5
2379,4.0,-128.0,41.6
2380,34.2,-22.4,40.1
2381,-128.0,-27.0,39.4
2382,5.7,-128.0,41.1
2383,33.2,-25.1,39.5
2384,-128.0,-31.4,36.0
2385,-10.1,128.0,32.7
2386,6.3,-128.0,42.9
2387,34.5,-25.8,37.5
2388,-128.0,-34.7,48.5
2389,-12.3,128.0,30.9
2390,11.3,-128.0,44.2
2391,35.1,-27.2,39.7
2392,-128.0,-40.2,34.7
2393,15.1,-128.0,43.2
2394,36.6,-30.8,40.1
2395,-128.0,-47.2,32.0
2396,-21.8,128.0,28.7
2397,20.2,-128.0,45.5
2398,33.1,-27.4,40.9
2399,-128.0,-46.9,19.0
2400,-25.7,128.0,-5.2
2401,18.0,-128.0,65.5
2402,32.5,-27.3,38.5
2403,-128.0,-40.0,34.5
2404,13.0,-128.0,37.1
2405,32.0,-27.3,37.6
2406,-128.0,-40.1,40.4
2407,11.6,-128.0,17.9
2408,33.9,-27.0,37.4
2409,-128.0,-41.0,48.9
2410,-20.9,128.0,82.7
2411,11.3,-128.0,11.9
2412,33.9,-30.4,37.8
2413,-128.0,-41.5,45.9
2414,-18.7,128.0,70.2
2415,7.8,-128.0,20.8
2416,35.6,-32.5,38.2
2417,-128.0,-42.4,43.5
2418,-15.8,128.0,61.7
2419,8.1,-128.0,25.1
2420,36.0,-36.6,37.7
2421,-128.0,-45.9,39.7
2422,-16.0,128.0,44.8
2423,7.7,-128.0,34.0
2424,35.9,-39.2,37.5
2425,-128.0,-51.4,34.1
2426,-20.3,128.0,19.9
2427,10.4,-128.0,47.0
2428,35.7,-41.7,38.0
2429,-128.0,-57.1,37.7
2430,-25.1,128.0,20.9
2431,13.4,-128.0,48.2
2432,34.3,-41.9,35.6
2433,-128.0,-56.1,38.5
2434,11.3,-128.0,44.0
2435,34.6,-43.9,36.4
2436,-128.0,-58.0,40.3
2437,-24.1,128.0,42.7
2438,10.9,-128.0,33.7
2439,35.6,-45.7,35.8
2440,-128.0,-61.2,44.0
2441,11.7,-128.0,27.9
2442,39.0,-48.2,37.8
2443,-128.0,-59.5,39.0
2444,-18.5,128.0,54.0
2445,8.9,-128.0,28.9
2446,40.0,-50.5,41.3
2447,-128.0,-59.9,39.4
2448,-14.3,128.0,54.3
2449,8.2,-128.0,33.3
2450,83.4,-51.8,44.6
2451,-128.0,-59.7,35.2
2452,-9.6,128.0,52.1
2453,6.9,-128.0,36.4
2454,128.0,-51.2,49.7
2455,-128.0,-59.7,36.1
2456,-6.9,128.0,48.7
2457,3.8,-128.0,38.4
2458,128.0,-54.4,45.3
2459,-128.0,-62.4,36.1
2460,-5.2,128.0,43.3
2461,4.3,-128.0,38.2
2462,128.0,-57.3,43.2
2463,-128.0,-67.2,35.9
2464,4.0,-128.0,41.3
2465,128.0,-58.5,41.6
2466,-128.0,-71.9,33.4
2467,5.4,-128.0,43.0
2468,128.0,-61.9,35.7
2469,-128.0,-74.6,36.3
2470,-9.9,128.0,27.7
2471,5.2,-128.0,40.4
2472,128.0,-64.7,32.9
2473,-128.0,-75.5,39.9
2474,-8.1,128.0,29.4
2475,4.2,-128.0,40.9
2476,128.0,-68.5,27.6
2477,-128.0,-79.7,40.3
2478,3.4,-128.0,40.5
2479,128.0,-70.8,24.5
2480,-128.0,-83.1,40.8
2481,4.7,-128.0,38.8
2482,128.0,-72.3,31.5
2483,-128.0,-85.5,37.5
2484,-9.6,128.0,19.8
2485,5.0,-128.0,42.8
2486,128.0,-74.9,35.0
2487,-128.0,-85.4,38.4
2488,-7.7,128.0,28.1
2489,3.9,-128.0,41.5
2490,128.0,-81.3,36.6
2491,-128.0,-84.5,39.2
2492,1.3,-128.0,40.4
2493,42.5,-83.8,39.1
2494,-128.0,-85.2,38.3
2495,1.0,-128.0,37.7
2496,41.5,-85.7,41.9
2497,-128.0,-87.5,36.3
2498,0.4,-128.0,37.7
2499,40.0,-85.6,40.7
2500,-128.0,-88.0,42.6
2501,1.6,-128.0,37.9
2502,39.9,-86.5,39.8
2503,-128.0,-89.9,34.3
2504,4.5,-128.0,33.5
2505,41.1,-88.3,42.1
2506,-128.0,-93.0,34.3
2507,6.5,-128.0,34.4
2508,37.9,-90.1,40.4
2509,-128.0,-96.5,30.1
2510,-7.9,128.0,48.0
2511,6.7,-128.0,34.7
2512,36.6,-92.6,38.8
2513,-128.0,-103.0,32.8
2514,8.4,-128.0,33.3
2515,38.7,-93.8,39.9
2516,-128.0,-108.8,40.7
2517,10.4,-128.0,38.8
2518,40.7,-95.3,37.5
2519,-128.0,-112.9,47.0
2520,-25.9,128.0,31.4
2521,12.1,-128.0,42.5
2522,41.9,-98.0,36.4
2523,-128.0,-116.8,40.4
2524,12.5,-128.0,35.4
2525,41.0,-101.8,37.7
2526,-128.0,-121.7,39.8
2527,-30.7,128.0,26.5
2528,12.1,-128.0,43.1
2529,40.0,-101.8,37.2
2530,-128.0,-123.0,36.1
2531,-30.6,128.0,18.2
2532,14.8,-128.0,45.2
2533,38.9,-104.0,38.1
2534,-128.0,-124.1,24.3
2535,-29.4,128.0,23.5
2536,12.7,-128.0,41.4
2537,39.3,-105.5,36.5
2538,-128.0,-122.4,40.1
2539,-24.6,128.0,36.1
2540,11.9,-128.0,37.4
2541,39.1,-108.0,38.0
2542,-128.0,-121.5,37.8
2543,8.6,-128.0,35.3
2544,39.2,-110.5,36.3
2545,-128.0,-120.2,40.9
2546,6.0,-128.0,31.8
2547,39.8,-111.7,37.1
2548,-128.0,-120.0,43.1
2549,5.1,-128.0,34.7
2550,40.5,-114.0,40.3
2551,-128.0,-120.4,38.4
2552,3.9,-128.0,36.4
2553,42.5,-117.3,42.4
2554,-128.0,-121.9,34.0
2555,-7.0,128.0,43.9
2556,2.8,-128.0,39.8
2557,48.2,-119.8,44.3
2558,-128.0,-120.9,42.8
2559,-1.6,128.0,37.4
2560,0.7,-128.0,46.6
2561,128.0,-128.0,45.0
2562,-128.0,-121.4,37.9
2563,0.3,128.0,45.7
2564,-8.5,-128.0,39.1
2565,128.0,-128.0,6.2
2566,-128.0,-124.2,65.9
2567,-6.4,128.0,15.8
2568,-11.5,-128.0,51.2
2569,128.0,-128.0,-8.2
2570,-128.0,-126.7,75.8
2571,-12.2,-128.0,58.0
2572,128.0,-121.5,11.5
2573,-128.0,-125.9,58.5
2574,2.9,128.0,28.8
2575,8.6,-128.0,41.7
2576,128.0,-112.6,76.7
2577,-128.0,-126.0,-10.7
2578,-3.4,128.0,26.3
2579,12.3,-128.0,38.3
2580,128.0,-106.9,109.1
2581,-128.0,-128.0,-24.1
2582,-10.6,128.0,42.1
2583,17.9,-128.0,29.5
2584,128.0,-105.2,92.3
2585,-128.0,-128.0,5.7
2586,-16.2,128.0,64.2
2587,18.3,-128.0,22.9
2588,128.0,-110.5,57.4
2589,-128.0,-128.0,19.6
2590,-6.3,128.0,67.8
2591,13.5,-128.0,19.0
2592,128.0,-117.9,32.2
2593,-128.0,-128.0,37.1
2594,-6.7,128.0,76.6
2595,5.2,-128.0,19.8
2596,128.0,-125.8,5.5
2597,-128.0,-128.0,57.9
2598,-0.2,-128.0,29.1
2599,128.0,-128.0,-9.6
2600,-128.0,-128.0,68.3
2601,-3.9,128.0,25.8
2602,-6.9,-128.0,40.3
2603,128.0,-128.0,-18.7
2604,-128.0,-128.0,75.1
2605,-3.1,128.0,0.4
2606,-5.8,-128.0,50.0
2607,128.0,-128.0,13.7
2608,-128.0,-128.0,55.0
2609,-6.1,128.0,-19.5
2610,-3.2,-128.0,56.4
2611,128.0,-128.0,24.6
2612,-128.0,-128.0,46.0
2613,-1.3,-128.0,52.8
2614,128.0,-128.0,54.5
2615,-128.0,-128.0,29.8
2616,0.7,128.0,5.3
2617,2.5,-128.0,51.7
2618,128.0,-128.0,83.3
2619,-128.0,-128.0,18.3
2620,14.3,128.0,27.9
2621,9.8,-128.0,51.5
2622,128.0,-128.0,126.8
2623,-128.0,-128.0,-6.1
2624,20.8,128.0,24.6
2625,11.7,-128.0,55.8
2626,128.0,-128.0,123.3
2627,-128.0,-128.0,-8.6
2628,20.0,128.0,32.9
2629,2.4,-128.0,47.9
2630,128.0,-128.0,56.5
2631,-128.0,-128.0,31.1
2632,19.1,128.0,54.7
2633,-1.2,-128.0,36.2
2634,128.0,-128.0,18.2
2635,-128.0,-128.0,53.2
2636,7.4,128.0,67.1
2637,-2.6,-128.0,29.1
2638,128.0,-128.0,-2.2
2639,-128.0,-128.0,63.6
2640,-2.8,-1.1,49.9
2641,-1.2,-128.0,24.0
2642,128.0,-128.0,2.5
2643,-128.0,-128.0,55.3
2644,-14.7,128.0,52.5
2645,-9.7,-128.0,27.4
2646,128.0,-122.4,-4.6
2647,-128.0,-128.0,63.0
2648,-9.3,-128.0,26.2
2649,128.0,-122.8,-5.2
2650,-128.0,-128.0,73.4
2651,-20.7,34.8,59.2
2652,-7.0,-128.0,16.1
2653,128.0,-128.0,7.0
2654,-128.0,-128.0,65.9
2655,-14.5,-56.5,41.8
2656,-7.9,-128.0,29.3
2657,128.0,-128.0,25.6
2658,-128.0,-128.0,47.9
2659,-8.9,128.0,36.0
2660,-6.3,-128.0,34.6
2661,128.0,-128.0,45.9
